0.000000000000000000e+00 2.814399892355445854e-01 1.000000000000000056e-01 0.000000000000000000e+00 -1.013211836423377754e-02 8.775825618903727865e-02 1.526058886267064180e-02
1.000000000000000021e-02 2.841270287675856099e-01 9.995065603657316000e-02 9.998355147105488384e-04 -1.012711877545376636e-02 8.620904077829946721e-02 1.613049689575218881e-02
2.000000000000000042e-02 2.865336692253049322e-01 9.980267284282716422e-02 1.998684312479682892e-03 -1.011212494310424759e-02 8.457474745245710523e-02 1.698448607585611655e-02
2.999999999999999889e-02 2.886575355451279634e-01 9.955619646030799963e-02 2.995560650136480652e-03 -1.008715166428752509e-02 8.285698906171218292e-02 1.782171361876502824e-02
4.000000000000000083e-02 2.904965317274145198e-01 9.921147013144779314e-02 3.989480731090014158e-03 -1.005222358461473064e-02 8.105746082620884918e-02 1.864135328197378053e-02
5.000000000000000278e-02 2.920488429049574730e-01 9.876883405951378259e-02 4.979463676217808256e-03 -1.000737517388358179e-02 7.917793866305589123e-02 1.944259618009108390e-02
5.999999999999999778e-02 2.933129371340373326e-01 9.822872507286888044e-02 5.964532491875107305e-03 -9.952650692060856924e-03 7.722027743371089048e-02 2.022465158311171490e-02
7.000000000000000666e-02 2.942875669062660071e-01 9.759167619387475179e-02 6.943715034069664234e-03 -9.888104145603147585e-03 7.518640911345587929e-02 2.098674769677159879e-02
8.000000000000000167e-02 2.949717703797266610e-01 9.685831611286310761e-02 7.916044967850468725e-03 -9.813799234159006207e-03 7.307834088477108136e-02 2.172813242421552105e-02
8.999999999999999667e-02 2.953648723281959154e-01 9.602936856769431206e-02 8.880562720963696560e-03 -9.729809287705094845e-03 7.089815315648802241e-02 2.244807410822595786e-02
1.000000000000000056e-01 2.954664848075104766e-01 9.510565162951535589e-02 9.836316430834659078e-03 -9.636217194178326936e-03 6.864799751067728051e-02 2.314586225328040675e-02
1.100000000000000006e-01 2.952765075384210514e-01 9.408807689542254826e-02 1.078236288394126587e-02 -9.533115317675505684e-03 6.633009457929667230e-02 2.382080822672468651e-02
1.199999999999999956e-01 2.947951280055559620e-01 9.297764858882515138e-02 1.171776844665186820e-02 -9.420605407301101131e-03 6.394673185269567073e-02 2.447224593837021844e-02
1.300000000000000044e-01 2.940228212723965395e-01 9.177546256839812233e-02 1.264160998660895756e-02 -9.298798496753163390e-03 6.150026142213854685e-02 2.509953249784463783e-02
1.400000000000000133e-01 2.929603495124466495e-01 9.048270524660195768e-02 1.355297578374933289e-02 -9.167814794746476786e-03 5.899309765857431442e-02 2.570204884904696285e-02
1.499999999999999944e-01 2.916087612570595344e-01 8.910065241883680098e-02 1.445096643006173881e-02 -9.027783566381071545e-03 5.642771482994407561e-02 2.627920038108123857e-02
1.600000000000000033e-01 2.899693903606641587e-01 8.763066800438636117e-02 1.533469571719399925e-02 -8.878843005573164304e-03 5.380664465937724794e-02 2.683041751506570760e-02
1.700000000000000122e-01 2.880438546844115155e-01 8.607420270039436994e-02 1.620329151103363716e-02 -8.721140098674463187e-03 5.113247382668654334e-02 2.735515626623835975e-02
1.799999999999999933e-01 2.858340544995415233e-01 8.443279255020151586e-02 1.705589661239897969e-02 -8.554830479414377367e-03 4.840784141562730347e-02 2.785289878080427980e-02
1.900000000000000022e-01 2.833421706120439754e-01 8.270805742745618305e-02 1.789166960299122880e-02 -8.380078275308306540e-03 4.563543630944032897e-02 2.832315384699476968e-02
2.000000000000000111e-01 2.805706622104671144e-01 8.090169943749475623e-02 1.870978567577278109e-02 -8.197055945683621656e-03 4.281799453724893789e-02 2.876545737983407514e-02
2.099999999999999922e-01 2.775222644389951920e-01 7.901550123756904964e-02 1.950943744895214035e-02 -8.005944111483101477e-03 3.995829657392843681e-02 2.917937287913524233e-02
2.200000000000000011e-01 2.741999856981909289e-01 7.705132427757893643e-02 2.028983576277231665e-02 -7.806931377013894523e-03 3.705916459611302560e-02 2.956449186027308371e-02
2.300000000000000100e-01 2.706071046760680776e-01 7.501110696304597036e-02 2.105021045831619378e-02 -7.600214143817822336e-03 3.412345969704846244e-02 2.992043425730919748e-02
2.399999999999999911e-01 2.667471671124216348e-01 7.289686274214116080e-02 2.178981113756042060e-02 -7.385996416846774687e-03 3.115407906303810370e-02 3.024684879807115062e-02
2.500000000000000000e-01 2.626239822996108697e-01 7.071067811865476560e-02 2.250790790392765209e-02 -7.164489603134455153e-03 2.815395311427007496e-02 3.054341335081571518e-02
2.600000000000000089e-01 2.582416193232480728e-01 6.845471059286888094e-02 2.320379208260636358e-02 -6.935912303163153242e-03 2.512604261284621249e-02 3.080983524213400451e-02
2.700000000000000178e-01 2.536044030465018917e-01 6.613118653236518818e-02 2.387677691992731374e-02 -6.700490095131467726e-03 2.207333574086736347e-02 3.104585154578479861e-02
2.800000000000000266e-01 2.487169098419793056e-01 6.374239897486896900e-02 2.452619826110650006e-02 -6.458455312335862133e-03 1.899884515145839128e-02 3.125122934217098442e-02
2.899999999999999800e-01 2.435839630753992013e-01 6.129070536529766106e-02 2.515141520568577385e-02 -6.210046813885741236e-03 1.590560499564332847e-02 3.142576594820308683e-02
2.999999999999999889e-01 2.382106283455118489e-01 5.877852522924732759e-02 2.575181074002419468e-02 -5.955509748978352752e-03 1.279666792800450426e-02 3.156928911732301279e-02
3.099999999999999978e-01 2.326022084849652116e-01 5.620833778521305835e-02 2.632679234621600195e-02 -5.695095314966125942e-03 9.675102094081181742e-03 3.168165720949061431e-02
